go_id	gene_id
GO:0000245	Os09g0407900
GO:0000245	Os11g0293300
GO:0000245	Os11g0580000
GO:0000256	Os04g0680400
GO:0000256	Os06g0665500
GO:0000256	Os07g0495000
GO:0000256	Os12g0597500
GO:0000266	Os01g0681100
GO:0000266	Os01g0920400
GO:0000266	Os04g0381000
GO:0000266	Os05g0556100
GO:0000266	Os06g0247800
GO:0000266	Os08g0425100
GO:0000266	Os09g0572900
GO:0000266	Os10g0567800
GO:0000271	Os09g0544800
GO:0000271	Os10g0397400
GO:0000271	Os11g0169200
GO:0000272	Os01g0236800
GO:0000272	Os02g0129600
GO:0000272	Os03g0141200
GO:0000272	Os03g0242900
GO:0000272	Os03g0351300
GO:0000272	Os07g0108800
GO:0000272	Os07g0543100
GO:0000272	Os07g0543300
GO:0000272	Os07g0667100
GO:0000272	Os09g0569200
GO:0000272	Os10g0397400
GO:0000272	Os10g0465700
GO:0000272	Os10g0565200
GO:0000278	Os01g0524100
GO:0000278	Os01g0856000
GO:0000278	Os01g0951000
GO:0000278	Os02g0689800
GO:0000278	Os03g0146300
GO:0000278	Os04g0550400
GO:0000278	Os04g0635900
GO:0000278	Os05g0149900
GO:0000278	Os06g0474200
GO:0000280	Os04g0692750
GO:0000280	Os07g0609766
GO:0000291	Os03g0794800
GO:0000301	Os02g0456000
GO:0000302	Os01g0106400
GO:0000302	Os01g0827300
GO:0000302	Os01g0856500
GO:0000302	Os02g0304900
GO:0000302	Os02g0744900
GO:0000302	Os02g0746000
GO:0000302	Os02g0766700
GO:0000302	Os03g0429800
GO:0000302	Os03g0773800
GO:0000302	Os03g0788500
GO:0000302	Os04g0320100
GO:0000302	Os04g0445100
GO:0000302	Os05g0116100
GO:0000302	Os05g0420300
GO:0000302	Os06g0253100
GO:0000302	Os06g0472000
GO:0000302	Os09g0538600
GO:0000302	Os10g0505500
GO:0000302	Os11g0244200
GO:0000302	Os12g0567800
GO:0000302	Os12g0571000
GO:0000302	Os12g0571100
GO:0000302	Os12g0572000
GO:0000303	Os03g0351500
GO:0000320	Os02g0632100
GO:0000338	Os04g0654700
GO:0000338	Os08g0500000
GO:0000349	Os07g0644300
GO:0000365	Os03g0159700
GO:0000366	Os03g0168400
GO:0000372	Os04g0464800
GO:0000372	Os08g0525500
GO:0000373	Os01g0323300
GO:0000373	Os01g0495900
GO:0000373	Os02g0266200
GO:0000373	Os02g0565400
GO:0000373	Os02g0702000
GO:0000373	Os04g0464800
GO:0000373	Os06g0710800
GO:0000373	Os08g0360100
GO:0000373	Os09g0473400
GO:0000373	Os11g0592400
GO:0000380	Os08g0502000
GO:0000380	Os10g0485600
GO:0000381	Os01g0155600
GO:0000381	Os02g0122800
GO:0000381	Os02g0252100
GO:0000381	Os02g0610600
GO:0000381	Os02g0789400
GO:0000381	Os03g0285900
GO:0000381	Os03g0344100
GO:0000381	Os03g0363800
GO:0000381	Os03g0374575
GO:0000381	Os03g0388000
GO:0000381	Os04g0118900
GO:0000381	Os05g0120100
GO:0000381	Os05g0162600
GO:0000381	Os05g0364600
GO:0000381	Os06g0187900
GO:0000381	Os07g0623300
GO:0000381	Os07g0633200
GO:0000381	Os07g0673500
GO:0000381	Os08g0486200
GO:0000381	Os11g0704700
GO:0000394	Os01g0767100
GO:0000394	Os02g0234200
GO:0000394	Os02g0612300
GO:0000394	Os03g0172000
GO:0000394	Os11g0216900
GO:0000394	Os12g0597500
GO:0000395	Os03g0374575
GO:0000395	Os07g0633200
GO:0000398	Os01g0263600
GO:0000398	Os01g0951000
GO:0000398	Os02g0126700
GO:0000398	Os02g0167500
GO:0000398	Os02g0517531
GO:0000398	Os02g0610600
GO:0000398	Os02g0759800
GO:0000398	Os02g0775200
GO:0000398	Os03g0387000
GO:0000398	Os04g0663300
GO:0000398	Os05g0163250
GO:0000398	Os05g0367000
GO:0000398	Os06g0106100
GO:0000398	Os06g0167000
GO:0000398	Os06g0215200
GO:0000398	Os06g0218000
GO:0000398	Os06g0711600
GO:0000398	Os07g0673100
GO:0000398	Os08g0151400
GO:0000398	Os08g0159900
GO:0000398	Os10g0486600
GO:0000398	Os10g0498600
GO:0000398	Os11g0293300
GO:0000398	Os11g0580000
GO:0000412	Os02g0199300
GO:0000412	Os04g0446500
GO:0000413	Os01g0111100
GO:0000413	Os01g0284700
GO:0000413	Os01g0582400
GO:0000413	Os02g0111200
GO:0000413	Os02g0121300
GO:0000413	Os02g0761100
GO:0000413	Os03g0201100
GO:0000413	Os03g0811600
GO:0000413	Os05g0103200
GO:0000413	Os06g0130500
GO:0000413	Os06g0216800
GO:0000413	Os06g0670400
GO:0000413	Os06g0670500
GO:0000413	Os06g0708400
GO:0000413	Os06g0708500
GO:0000413	Os07g0476500
GO:0000413	Os07g0565600
GO:0000413	Os08g0292600
GO:0000413	Os08g0382400
GO:0000413	Os08g0557500
GO:0000413	Os08g0559400
GO:0000413	Os09g0103800
GO:0000413	Os09g0537600
GO:0000413	Os09g0571400
GO:0000413	Os10g0154700
GO:0000413	Os11g0602900
GO:0000422	Os06g0267600
GO:0000447	Os03g0345200
GO:0000447	Os03g0667800
GO:0000460	Os07g0639800
GO:0000461	Os03g0345200
GO:0000461	Os03g0667800
GO:0000462	Os02g0489400
GO:0000462	Os04g0349500
GO:0000463	Os06g0732000
GO:0000467	Os02g0550700
GO:0000470	Os01g0924800
GO:0000470	Os07g0639800
GO:0000488	Os03g0152700
GO:0000489	Os03g0152700
GO:0000492	Os01g0837500
GO:0000578	Os06g0643300
GO:0000706	Os01g0578000
GO:0000706	Os03g0225200
GO:0000706	Os03g0752200
GO:0000706	Os04g0464966
GO:0000706	Os04g0479000
GO:0000706	Os05g0251400
GO:0000706	Os06g0613400
GO:0000706	Os11g0456300
GO:0000707	Os11g0146800
GO:0000707	Os12g0143800
GO:0000710	Os03g0144000
GO:0000710	Os04g0507000
GO:0000712	Os01g0890900
GO:0000712	Os02g0642600
GO:0000712	Os02g0699700
GO:0000712	Os03g0100400
GO:0000712	Os05g0251400
GO:0000712	Os05g0588200
GO:0000712	Os07g0486000
GO:0000712	Os09g0521900
GO:0000712	Os11g0146800
GO:0000712	Os12g0143800
GO:0000719	Os07g0195400
GO:0000719	Os10g0167600
GO:0000722	Os07g0681600
GO:0000723	Os01g0106700
GO:0000723	Os02g0776700
GO:0000723	Os03g0856200
GO:0000723	Os07g0184900
GO:0000723	Os08g0177600
GO:0000723	Os09g0104200
GO:0000724	Os01g0106700
GO:0000724	Os01g0164800
GO:0000724	Os01g0578000
GO:0000724	Os01g0642900
GO:0000724	Os01g0901200
GO:0000724	Os01g0948100
GO:0000724	Os02g0497500
GO:0000724	Os02g0710800
GO:0000724	Os02g0762800
GO:0000724	Os02g0776800
GO:0000724	Os03g0100400
GO:0000724	Os03g0165000
GO:0000724	Os03g0639700
GO:0000724	Os03g0851500
GO:0000724	Os04g0391000
GO:0000724	Os04g0635900
GO:0000724	Os04g0648700
GO:0000724	Os05g0150600
GO:0000724	Os05g0392400
GO:0000724	Os05g0486600
GO:0000724	Os05g0509700
GO:0000724	Os05g0563500
GO:0000724	Os05g0596600
GO:0000724	Os06g0613400
GO:0000724	Os06g0724700
GO:0000724	Os08g0177600
GO:0000724	Os09g0121000
GO:0000724	Os09g0280600
GO:0000724	Os09g0500600
GO:0000724	Os09g0521900
GO:0000724	Os10g0402200
GO:0000724	Os10g0487300
GO:0000724	Os11g0146800
GO:0000724	Os11g0302700
GO:0000724	Os11g0615800
GO:0000724	Os11g0708600
GO:0000724	Os12g0143800
GO:0000724	Os12g0497300
GO:0000727	Os05g0476200
GO:0000727	Os11g0484300
GO:0000730	Os01g0901200
GO:0000730	Os03g0639700
GO:0000730	Os11g0302700
GO:0000731	Os07g0681600
GO:0000733	Os03g0851500
GO:0000733	Os11g0146800
GO:0000733	Os12g0143800
GO:0000737	Os03g0752200
GO:0000737	Os08g0156900
GO:0000737	Os11g0545300
GO:0000737	Os12g0622500
GO:0000740	Os06g0116800
GO:0000741	Os05g0557800
GO:0000819	Os02g0699700
GO:0000902	Os02g0194800
GO:0000902	Os02g0260500
GO:0000902	Os03g0722600
GO:0000902	Os06g0614300
GO:0000902	Os07g0596300
GO:0000902	Os08g0447900
GO:0000910	Os02g0810200
GO:0000910	Os03g0843100
GO:0000910	Os05g0105100
GO:0000910	Os08g0105700
GO:0000910	Os08g0531100
GO:0000911	Os01g0513900
GO:0000911	Os02g0326600
GO:0000911	Os02g0770700
GO:0000911	Os03g0372500
GO:0000911	Os03g0666100
GO:0000911	Os05g0497150
GO:0000911	Os07g0486000
GO:0000911	Os07g0555200
GO:0000911	Os10g0402200
GO:0000913	Os05g0149800
GO:0000914	Os04g0350300
GO:0000917	Os01g0732200
GO:0000917	Os03g0232500
GO:0000918	Os06g0106000
GO:0000919	Os02g0810200
GO:0000919	Os03g0179000
GO:0000919	Os03g0262900
GO:0000919	Os09g0267500
GO:0000956	Os04g0550400
GO:0000956	Os07g0419800
GO:0000956	Os10g0324900
GO:0000956	Os11g0105400
GO:0000956	Os12g0564600
GO:0000963	Os02g0266200
GO:0000963	Os05g0275100
GO:0000963	Os09g0473400
GO:0000966	Os07g0688100
GO:0000967	Os10g0555200
GO:0000973	Os01g0383900
GO:0001510	Os02g0672600
GO:0001510	Os03g0396900
GO:0001510	Os03g0822300
GO:0001510	Os05g0567400
GO:0001510	Os06g0187100
GO:0001510	Os06g0474200
GO:0001510	Os06g0704900
GO:0001510	Os07g0164000
GO:0001510	Os09g0445100
GO:0001510	Os09g0471900
GO:0001522	Os01g0773000
GO:0001522	Os02g0668400
GO:0001522	Os03g0152700
GO:0001522	Os03g0288500
GO:0001522	Os03g0338600
GO:0001522	Os03g0370500
GO:0001522	Os03g0381100
GO:0001522	Os04g0561700
GO:0001522	Os04g0576300
GO:0001522	Os05g0108000
GO:0001522	Os05g0279300
GO:0001522	Os05g0509300
GO:0001522	Os06g0663100
GO:0001522	Os06g0717400
GO:0001522	Os07g0636000
GO:0001522	Os08g0520100
GO:0001522	Os09g0103500
GO:0001522	Os11g0598700
GO:0001522	Os12g0194800
GO:0001522	Os12g0560500
GO:0001558	Os01g0118300
GO:0001558	Os01g0169800
GO:0001558	Os01g0751600
GO:0001558	Os01g0923900
GO:0001558	Os02g0134200
GO:0001558	Os02g0705500
GO:0001558	Os02g0777400
GO:0001558	Os02g0811000
GO:0001558	Os03g0123500
GO:0001558	Os03g0637800
GO:0001558	Os03g0757500
GO:0001558	Os03g0858800
GO:0001558	Os05g0103200
GO:0001558	Os05g0493500
GO:0001558	Os06g0139000
GO:0001558	Os06g0199500
GO:0001558	Os06g0203800
GO:0001558	Os06g0711600
GO:0001558	Os07g0175100
GO:0001558	Os07g0235800
GO:0001558	Os07g0596300
GO:0001558	Os08g0332800
GO:0001558	Os08g0562500
GO:0001558	Os09g0517600
GO:0001558	Os11g0586800
GO:0001558	Os11g0586825
GO:0001558	Os11g0660500
GO:0001561	Os12g0448900
GO:0001578	Os01g0718300
GO:0001578	Os03g0602300
GO:0001578	Os07g0596300
GO:0001654	Os04g0457800
GO:0001666	Os01g0313300
GO:0001666	Os01g0639100
GO:0001666	Os01g0880800
GO:0001666	Os02g0757100
GO:0001666	Os03g0432100
GO:0001666	Os03g0645900
GO:0001666	Os06g0608700
GO:0001666	Os07g0154100
GO:0001666	Os07g0673900
GO:0001666	Os08g0473600
GO:0001666	Os09g0417800
GO:0001666	Os10g0390500
GO:0001666	Os11g0112000
GO:0001666	Os11g0210500
GO:0001666	Os11g0210600
GO:0001666	Os12g0111600
GO:0001666	Os12g0617400
GO:0001676	Os11g0605500
GO:0001676	Os12g0448900
GO:0001678	Os01g0190400
GO:0001678	Os01g0722700
GO:0001678	Os01g0742500
GO:0001678	Os01g0940100
GO:0001678	Os05g0187100
GO:0001678	Os05g0375100
GO:0001678	Os05g0522500
GO:0001678	Os05g0532600
GO:0001678	Os07g0197100
GO:0001678	Os07g0446800
GO:0001682	Os03g0168400
GO:0001700	Os01g0951000
GO:0001708	Os02g0709400
GO:0001708	Os03g0215400
GO:0001708	Os03g0239200
GO:0001708	Os03g0633500
GO:0001708	Os09g0402100
GO:0001709	Os01g0169400
GO:0001709	Os03g0355200
GO:0001731	Os02g0122300
GO:0001731	Os02g0788400
GO:0001731	Os03g0182700
GO:0001731	Os04g0103200
GO:0001731	Os04g0376500
GO:0001731	Os05g0104800
GO:0001731	Os05g0227700
GO:0001731	Os05g0256000
GO:0001731	Os05g0566500
GO:0001731	Os07g0124500
GO:0001731	Os07g0167000
GO:0001731	Os07g0222300
GO:0001731	Os08g0308100
GO:0001731	Os10g0569200
GO:0001736	Os02g0326600
GO:0001736	Os03g0666100
GO:0001836	Os09g0572900
GO:0001887	Os05g0105000
GO:0001887	Os12g0287300
GO:0001906	Os06g0286700
GO:0001906	Os08g0199300
GO:0001944	Os01g0625900
GO:0001944	Os04g0685600
GO:0001944	Os08g0332800
GO:0001944	Os12g0638200
GO:0001966	Os03g0737200
GO:0001966	Os04g0659300
GO:0002098	Os01g0960300
GO:0002098	Os07g0563700
GO:0002098	Os08g0407000
GO:0002098	Os12g0588900
GO:0002143	Os02g0762300
GO:0002143	Os12g0588900
GO:0002213	Os01g0124401
GO:0002213	Os01g0160800
GO:0002213	Os01g0194300
GO:0002213	Os01g0348900
GO:0002213	Os01g0369700
GO:0002213	Os01g0606900
GO:0002213	Os01g0633500
GO:0002213	Os01g0643800
GO:0002213	Os01g0665200
GO:0002213	Os01g0750100
GO:0002213	Os01g0763750
GO:0002213	Os01g0799900
GO:0002213	Os01g0826400
GO:0002213	Os01g0853400
GO:0002213	Os01g0899387
GO:0002213	Os01g0919900
GO:0002213	Os01g0928800
GO:0002213	Os02g0135200
GO:0002213	Os02g0148100
GO:0002213	Os02g0194700
GO:0002213	Os02g0202000
GO:0002213	Os02g0626100
GO:0002213	Os02g0626400
GO:0002213	Os02g0627100
GO:0002213	Os02g0701300
GO:0002213	Os02g0745100
GO:0002213	Os02g0754500
GO:0002213	Os02g0767300
GO:0002213	Os02g0787300
GO:0002213	Os03g0122300
GO:0002213	Os03g0188400
GO:0002213	Os03g0225900
GO:0002213	Os03g0264400
GO:0002213	Os03g0285800
GO:0002213	Os03g0324300
GO:0002213	Os03g0327600
GO:0002213	Os03g0444900
GO:0002213	Os03g0650200
GO:0002213	Os03g0707600
GO:0002213	Os03g0767000
GO:0002213	Os03g0819600
GO:0002213	Os03g0848700
GO:0002213	Os04g0115650
GO:0002213	Os04g0166000
GO:0002213	Os04g0186800
GO:0002213	Os04g0189800
GO:0002213	Os04g0191800
GO:0002213	Os04g0193300
GO:0002213	Os04g0193950
GO:0002213	Os04g0201900
GO:0002213	Os04g0202300
GO:0002213	Os04g0202500
GO:0002213	Os04g0202800
GO:0002213	Os04g0342100
GO:0002213	Os04g0349700
GO:0002213	Os04g0463500
GO:0002213	Os04g0493100
GO:0002213	Os04g0518100
GO:0002213	Os04g0518400
GO:0002213	Os04g0573200
GO:0002213	Os04g0578000
GO:0002213	Os04g0583500
GO:0002213	Os04g0662600
GO:0002213	Os05g0102000
GO:0002213	Os05g0129000
GO:0002213	Os05g0143500
GO:0002213	Os05g0247100
GO:0002213	Os05g0320700
GO:0002213	Os05g0322900
GO:0002213	Os05g0343400
GO:0002213	Os05g0427400
GO:0002213	Os05g0449500
GO:0002213	Os05g0474800
GO:0002213	Os05g0566400
GO:0002213	Os05g0576800
GO:0002213	Os05g0582400
GO:0002213	Os06g0111500
GO:0002213	Os06g0154500
GO:0002213	Os06g0473200
GO:0002213	Os06g0493100
GO:0002213	Os06g0605900
GO:0002213	Os06g0691800
GO:0002213	Os06g0693200
GO:0002213	Os06g0699400
GO:0002213	Os06g0708000
GO:0002213	Os07g0155600
GO:0002213	Os07g0676600
GO:0002213	Os07g0683600
GO:0002213	Os07g0684000
GO:0002213	Os08g0168000
GO:0002213	Os08g0189600
GO:0002213	Os08g0189900
GO:0002213	Os08g0499300
GO:0002213	Os08g0508800
GO:0002213	Os09g0361500
GO:0002213	Os09g0392100
GO:0002213	Os09g0431300
GO:0002213	Os09g0570000
GO:0002213	Os10g0119200
GO:0002213	Os10g0533600
GO:0002213	Os10g0575000
GO:0002213	Os11g0116900
GO:0002213	Os11g0195500
GO:0002213	Os11g0490900
GO:0002213	Os11g0530600
GO:0002213	Os11g0551900
GO:0002213	Os11g0708900
GO:0002213	Os12g0268000
GO:0002215	Os01g0672500
GO:0002215	Os02g0576600
GO:0002215	Os02g0827200
GO:0002215	Os03g0170900
GO:0002215	Os06g0509900
GO:0002215	Os06g0513943
GO:0002215	Os06g0514100
GO:0002215	Os07g0684000
GO:0002215	Os12g0641400
GO:0002221	Os04g0618700
GO:0002221	Os09g0558300
GO:0002221	Os10g0444700
GO:0002229	Os01g0104400
GO:0002229	Os02g0459600
GO:0002229	Os03g0327600
GO:0002229	Os03g0680800
GO:0002229	Os03g0772600
GO:0002229	Os06g0514100
GO:0002229	Os07g0130100
GO:0002229	Os07g0683900
GO:0002229	Os07g0684000
GO:0002229	Os08g0124500
GO:0002235	Os03g0293000
GO:0002237	Os01g0194300
GO:0002237	Os01g0348900
GO:0002237	Os01g0623000
GO:0002237	Os01g0665200
GO:0002237	Os01g0705700
GO:0002237	Os01g0970500
GO:0002237	Os01g0973500
GO:0002237	Os02g0126400
GO:0002237	Os02g0626100
GO:0002237	Os02g0627100
GO:0002237	Os02g0669100
GO:0002237	Os02g0710500
GO:0002237	Os03g0264300
GO:0002237	Os03g0274800
GO:0002237	Os03g0645900
GO:0002237	Os03g0688300
GO:0002237	Os03g0821900
GO:0002237	Os04g0179700
GO:0002237	Os04g0549600
GO:0002237	Os05g0110900
GO:0002237	Os05g0322900
GO:0002237	Os05g0439400
GO:0002237	Os05g0474800
GO:0002237	Os06g0158100
GO:0002237	Os06g0726200
GO:0002237	Os07g0127500
GO:0002237	Os08g0119800
GO:0002237	Os08g0535200
GO:0002237	Os08g0538300
GO:0002237	Os09g0392100
GO:0002237	Os09g0417600
GO:0002237	Os09g0417800
GO:0002237	Os09g0529900
GO:0002237	Os09g0558300
GO:0002237	Os10g0112100
GO:0002237	Os10g0444700
GO:0002237	Os10g0542800
GO:0002237	Os11g0508600
GO:0002237	Os12g0555500
GO:0002237	Os12g0595800
GO:0002238	Os01g0106400
GO:0002238	Os01g0217500
GO:0002238	Os01g0217800
GO:0002238	Os01g0229400
GO:0002238	Os01g0348900
GO:0002238	Os01g0360200
GO:0002238	Os01g0872800
GO:0002238	Os02g0126400
GO:0002238	Os02g0624300
GO:0002238	Os02g0627100
GO:0002238	Os03g0133400
GO:0002238	Os03g0764300
GO:0002238	Os04g0179200
GO:0002238	Os04g0179700
GO:0002238	Os04g0405300
GO:0002238	Os04g0488700
GO:0002238	Os04g0517100
GO:0002238	Os04g0549600
GO:0002238	Os04g0637000
GO:0002238	Os04g0659300
GO:0002238	Os04g0671700
GO:0002238	Os04g0674400
GO:0002238	Os04g0682050
GO:0002238	Os05g0110900
GO:0002238	Os05g0519600
GO:0002238	Os06g0154500
GO:0002238	Os06g0531200
GO:0002238	Os07g0119000
GO:0002238	Os07g0190000
GO:0002238	Os07g0663600
GO:0002238	Os07g0663700
GO:0002238	Os07g0663800
GO:0002238	Os08g0249100
GO:0002238	Os09g0417600
GO:0002238	Os09g0417800
GO:0002238	Os10g0444700
GO:0002238	Os10g0478300
GO:0002238	Os10g0542800
GO:0002238	Os11g0101200
GO:0002238	Os11g0225300
GO:0002238	Os11g0591550
GO:0002238	Os12g0541300
GO:0002242	Os03g0195300
GO:0002242	Os03g0195450
GO:0002242	Os03g0195500
GO:0002242	Os03g0196000
GO:0002242	Os04g0617900
GO:0002242	Os08g0101500
GO:0002242	Os08g0189200
GO:0002242	Os08g0189600
GO:0002242	Os08g0189900
GO:0002242	Os08g0190100
GO:0002242	Os08g0406400
GO:0002242	Os10g0420400
GO:0002376	Os08g0440500
GO:0002679	Os01g0734200
GO:0002679	Os01g0865700
GO:0002679	Os02g0535400
GO:0002679	Os05g0528000
GO:0002679	Os09g0558300
GO:0002679	Os11g0559200
GO:0002785	Os06g0130000
GO:0002832	Os02g0760300
GO:0003002	Os02g0689800
GO:0003002	Os04g0550400
GO:0003006	Os01g0141000
